2.448000000000000279e-05,-3.125000000000000065e-04
2.448200000000000379e-05,1.050000000000000152e-03
2.448400000000000140e-05,8.000000000000000383e-04
2.448600000000000239e-05,9.875000000000000965e-04
2.448800000000000339e-05,-2.374999999999999995e-04
2.449000000000000439e-05,1.462500000000000041e-03
2.449200000000000200e-05,1.237500000000000102e-03
2.449400000000000299e-05,2.187500000000000208e-03
2.449600000000000399e-05,1.212500000000000036e-03
2.449800000000000160e-05,1.712500000000000046e-03
2.450000000000000260e-05,7.875000000000000056e-04
2.450200000000000359e-05,8.875000000000000510e-04
2.450400000000000120e-05,2.125000000000000153e-04
2.450600000000000220e-05,3.250000000000000393e-04
2.450800000000000320e-05,6.000000000000000559e-04
2.451000000000000420e-05,4.500000000000000419e-04
2.451200000000000180e-05,1.649999999999999991e-03
2.451400000000000280e-05,1.250000000000000026e-03
2.451600000000000380e-05,-8.749999999999999911e-05
2.451800000000000141e-05,8.875000000000000510e-04
2.452000000000000241e-05,1.637500000000000067e-03
2.452200000000000340e-05,3.750000000000000078e-04
2.452400000000000440e-05,1.462500000000000041e-03
2.452600000000000201e-05,3.750000000000000078e-04
2.452800000000000301e-05,1.487500000000000107e-03
2.453000000000000400e-05,1.187499999999999971e-03
2.453200000000000161e-05,7.500000000000000156e-04
2.453400000000000261e-05,1.037500000000000011e-03
2.453600000000000361e-05,3.287500000000000058e-03
2.453800000000000122e-05,9.125000000000000082e-04
2.454000000000000221e-05,4.500000000000000419e-04
2.454200000000000321e-05,7.625000000000000484e-04
2.454400000000000421e-05,6.000000000000000559e-04
2.454600000000000182e-05,1.224999999999999960e-03
2.454800000000000282e-05,1.600000000000000077e-03
2.455000000000000381e-05,1.087500000000000142e-03
2.455200000000000142e-05,5.625000000000000659e-04
2.455400000000000242e-05,5.000000000000000104e-04
2.455600000000000342e-05,6.625000000000000029e-04
2.455800000000000441e-05,1.075000000000000001e-03
2.456000000000000202e-05,1.562500000000000087e-03
2.456200000000000302e-05,1.812500000000000092e-03
2.456400000000000402e-05,8.875000000000000510e-04
2.456600000000000163e-05,4.625000000000000205e-04
2.456800000000000262e-05,1.375000000000000137e-03
2.457000000000000362e-05,5.875000000000000231e-04
2.457200000000000123e-05,1.625000000000000142e-03
2.457400000000000223e-05,1.487500000000000107e-03
2.457600000000000322e-05,6.124999999999999802e-04
2.457800000000000422e-05,1.662500000000000132e-03
2.458000000000000183e-05,3.750000000000000078e-04
2.458200000000000283e-05,9.000000000000000838e-04
2.458400000000000383e-05,1.425000000000000051e-03
2.458600000000000143e-05,1.437499999999999976e-03
2.458800000000000243e-05,1.625000000000000142e-03
2.459000000000000343e-05,1.462500000000000041e-03
2.459200000000000443e-05,7.750000000000000812e-04
2.459400000000000204e-05,1.450000000000000117e-03
2.459600000000000303e-05,2.874999999999999951e-04
2.459800000000000403e-05,1.512500000000000172e-03
2.460000000000000164e-05,7.125000000000000257e-04
2.460200000000000264e-05,8.500000000000000611e-04
2.460400000000000363e-05,9.625000000000000309e-04
2.460600000000000124e-05,1.050000000000000152e-03
2.460800000000000224e-05,1.575000000000000011e-03
2.461000000000000324e-05,1.625000000000000142e-03
2.461200000000000424e-05,1.224999999999999960e-03
2.461400000000000184e-05,4.375000000000000091e-04
2.461600000000000284e-05,8.000000000000000383e-04
2.461800000000000384e-05,1.100000000000000066e-03
2.462000000000000145e-05,8.875000000000000510e-04
2.462200000000000245e-05,2.075000000000000022e-03
2.462400000000000344e-05,2.637500000000000087e-03
2.462600000000000444e-05,2.237499999999999906e-03
