2.192000000000000019e-05,1.987500000000000117e-03
2.192200000000000119e-05,2.087499999999999946e-03
2.192399999999999880e-05,1.675000000000000057e-03
2.192599999999999980e-05,1.500000000000000031e-03
2.192800000000000079e-05,1.200000000000000112e-03
2.193000000000000179e-05,1.262500000000000167e-03
2.193199999999999940e-05,1.300000000000000157e-03
2.193400000000000040e-05,2.387500000000000299e-03
2.193600000000000140e-05,2.687500000000000219e-03
2.193799999999999901e-05,3.625000000000000292e-04
2.194000000000000000e-05,1.137500000000000056e-03
2.194200000000000100e-05,2.325000000000000244e-03
2.194399999999999861e-05,2.187500000000000208e-03
2.194599999999999961e-05,1.762500000000000178e-03
2.194800000000000060e-05,1.350000000000000071e-03
2.195000000000000160e-05,1.587500000000000152e-03
2.195199999999999921e-05,2.437499999999999997e-03
2.195400000000000021e-05,1.075000000000000001e-03
2.195600000000000120e-05,2.325000000000000244e-03
2.195799999999999881e-05,2.125000000000000153e-03
2.195999999999999981e-05,2.775000000000000123e-03
2.196200000000000081e-05,1.762500000000000178e-03
2.196400000000000181e-05,2.949999999999999931e-03
2.196599999999999941e-05,2.700000000000000143e-03
2.196800000000000041e-05,2.437499999999999997e-03
2.197000000000000141e-05,1.100000000000000066e-03
2.197199999999999902e-05,2.337500000000000168e-03
2.197400000000000002e-05,2.525000000000000334e-03
2.197600000000000101e-05,1.649999999999999991e-03
2.197799999999999862e-05,1.487500000000000107e-03
2.197999999999999962e-05,1.862500000000000006e-03
2.198200000000000062e-05,2.575000000000000032e-03
2.198400000000000161e-05,1.825000000000000016e-03
2.198599999999999922e-05,2.162499999999999926e-03
2.198800000000000022e-05,1.925000000000000062e-03
2.199000000000000122e-05,2.724999999999999992e-03
2.199199999999999883e-05,2.400000000000000223e-03
2.199399999999999982e-05,2.412500000000000148e-03
2.199600000000000082e-05,2.312500000000000319e-03
2.199800000000000182e-05,1.350000000000000071e-03
2.199999999999999943e-05,1.537500000000000021e-03
2.200200000000000043e-05,2.712500000000000067e-03
2.200400000000000142e-05,2.987500000000000138e-03
2.200599999999999903e-05,1.912500000000000137e-03
2.200800000000000003e-05,1.700000000000000122e-03
2.201000000000000103e-05,1.625000000000000142e-03
2.201199999999999864e-05,2.762500000000000198e-03
2.201399999999999963e-05,1.987500000000000117e-03
2.201600000000000063e-05,1.387500000000000061e-03
2.201800000000000163e-05,-3.750000000000000349e-05
2.201999999999999924e-05,1.149999999999999981e-03
2.202200000000000023e-05,2.012499999999999966e-03
2.202400000000000123e-05,1.362499999999999996e-03
2.202599999999999884e-05,1.887500000000000072e-03
2.202799999999999984e-05,2.237499999999999906e-03
2.203000000000000083e-05,1.750000000000000036e-03
2.203200000000000183e-05,2.212500000000000057e-03
2.203399999999999944e-05,1.700000000000000122e-03
2.203600000000000044e-05,2.737499999999999916e-03
2.203800000000000144e-05,1.387500000000000061e-03
2.203999999999999905e-05,1.899999999999999996e-03
2.204200000000000004e-05,1.887500000000000072e-03
2.204400000000000104e-05,3.062500000000000118e-03
2.204599999999999865e-05,2.812500000000000330e-03
2.204799999999999965e-05,2.100000000000000304e-03
2.205000000000000064e-05,2.550000000000000183e-03
2.205200000000000164e-05,2.150000000000000001e-03
2.205399999999999925e-05,1.224999999999999960e-03
2.205600000000000025e-05,1.662500000000000132e-03
2.205800000000000124e-05,2.625000000000000163e-03
2.205999999999999885e-05,1.850000000000000082e-03
2.206199999999999985e-05,1.675000000000000057e-03
2.206400000000000085e-05,2.525000000000000334e-03
2.206600000000000185e-05,2.850000000000000103e-03
2.206799999999999945e-05,1.962500000000000269e-03
2.207000000000000045e-05,1.600000000000000077e-03
2.207200000000000145e-05,2.500000000000000052e-03
2.207399999999999906e-05,1.899999999999999996e-03
2.207600000000000006e-05,1.474999999999999966e-03
2.207800000000000105e-05,2.212500000000000057e-03
2.207999999999999866e-05,2.925000000000000083e-03
2.208199999999999966e-05,1.825000000000000016e-03
2.208400000000000066e-05,1.350000000000000071e-03
2.208600000000000165e-05,2.075000000000000022e-03
2.208799999999999926e-05,2.587499999999999956e-03
2.209000000000000026e-05,2.812500000000000330e-03
2.209200000000000126e-05,2.062500000000000097e-03
2.209399999999999887e-05,3.025000000000000345e-03
2.209599999999999986e-05,1.850000000000000082e-03
2.209800000000000086e-05,2.425000000000000072e-03
2.210000000000000186e-05,3.175000000000000305e-03
2.210199999999999947e-05,2.462500000000000279e-03
2.210400000000000047e-05,1.550000000000000162e-03
2.210600000000000146e-05,1.399999999999999986e-03
2.210799999999999907e-05,1.937499999999999986e-03
2.211000000000000007e-05,2.350000000000000092e-03
2.211200000000000107e-05,2.374999999999999941e-03
2.211399999999999868e-05,5.625000000000000659e-04
2.211599999999999967e-05,1.224999999999999960e-03
2.211800000000000067e-05,1.525000000000000097e-03
2.212000000000000167e-05,2.062500000000000097e-03
2.212199999999999928e-05,1.937499999999999986e-03
2.212400000000000027e-05,1.750000000000000036e-03
2.212600000000000127e-05,1.625000000000000142e-03
2.212799999999999888e-05,1.850000000000000082e-03
2.212999999999999988e-05,2.325000000000000244e-03
2.213200000000000087e-05,1.325000000000000006e-03
2.213399999999999848e-05,2.949999999999999931e-03
2.213599999999999948e-05,2.612500000000000239e-03
2.213800000000000048e-05,2.062500000000000097e-03
2.214000000000000148e-05,2.625000000000000163e-03
2.214199999999999908e-05,1.837500000000000158e-03
2.214400000000000008e-05,2.087499999999999946e-03
2.214600000000000108e-05,2.024999999999999890e-03
2.214799999999999869e-05,1.850000000000000082e-03
2.214999999999999969e-05,1.487500000000000107e-03
2.215200000000000068e-05,1.275000000000000092e-03
2.215400000000000168e-05,1.437499999999999976e-03
2.215599999999999929e-05,1.137500000000000056e-03
2.215800000000000029e-05,2.299999999999999961e-03
2.216000000000000128e-05,1.462500000000000041e-03
2.216199999999999889e-05,2.512499999999999976e-03
2.216399999999999989e-05,5.000000000000000104e-04
2.216600000000000089e-05,2.449999999999999921e-03
